Country,ISO3,Year,Dependency_Ratio,Health_Expenditure,Education_perGDP,RD_Expenditure,Contribution_revenue,GDP_percapita,income_level
Andorra,AND,2000,38.2609244758777,5.95276403,,,,21810.2487431414,High income
Andorra,AND,2001,38.9898478228751,5.85823727,,,,23511.2951475737,High income
Andorra,AND,2002,39.5564042303173,5.99621153,1.65971,,,26528.130158144,High income
Andorra,AND,2003,38.8803389762757,5.54771519,,,,34063.5784034776,High income
Andorra,AND,2004,37.3267802372418,5.28846931,1.54412,,,39021.1278101878,High income
Andorra,AND,2005,36.7306571534535,5.59476948,1.64497,,,40829.801876968,High income
Andorra,AND,2006,36.5890914083685,4.96530008,2.2449,,,43467.2109930745,High income
Andorra,AND,2007,36.3435022980084,4.92347288,2.10469,,,48336.2283329823,High income
Andorra,AND,2008,36.443115338105,5.67066383,2.87393,,,49132.515707808,High income
Andorra,AND,2009,37.0265105110991,6.08094168,3.14292,,,43975.0183668093,High income
Andorra,AND,2010,38.3349616907492,7.67537737,2.97663,,,42746.8309526019,High income
Andorra,AND,2011,39.2481203007519,7.62060833,2.98706,,,46657.1561173756,High income
Andorra,AND,2012,39.2727668213457,6.71083689,,,,41500.5435791686,High income
Andorra,AND,2013,39.4617752884009,6.79964209,2.50616,,,42470.3161159692,High income
Andorra,AND,2014,39.5371281507834,6.77308035,3.07421,,,44369.659691379,High income
Andorra,AND,2015,39.3616405028095,6.91586447,3.28035,,,38654.9347203095,High income
Andorra,AND,2016,39.1038735787242,6.90521765,3.23707,,,40129.8192007698,High income
Andorra,AND,2017,38.7983591750715,7.07142639,3.21709,,,40672.9943348258,High income
Andorra,AND,2018,38.3256344663857,7.37541723,3.24672,,,42819.7745797624,High income
Andorra,AND,2019,38.0123080254823,7.323246,3.15162,,,41257.8045846483,High income
Andorra,AND,2020,38.1539010890912,8.78673935,,,,37361.0900666982,High income
Andorra,AND,2021,,8.33450699,,,,42425.6996756291,High income
Andorra,AND,2022,,7.53678846,,,,42414.0590092117,High income
Andorra,AND,2023,,,,,,46812.4484486309,High income
Argentina,ARG,2000,60.8399424011737,8.22001076,4.58031,0.438840001821518,23.4222563056389,7637.01489203628,Upper middle income
Argentina,ARG,2001,60.442088771688,8.37179852,4.83374,0.424609988927841,22.8402715311037,7141.47507662826,Upper middle income
Argentina,ARG,2002,60.0100181534326,7.3933115,4.01734,0.388859987258911,19.678291491537,2569.69963519124,Upper middle income
Argentina,ARG,2003,59.5157720560259,6.89451647,3.53505,0.410129994153976,16.2280570401266,3320.47775133903,Upper middle income
Argentina,ARG,2004,58.9908808603745,7.22868252,3.48652,0.403759986162186,16.5557606385361,4242.02099089422,Upper middle income
Argentina,ARG,2005,58.4885317167095,7.61078882,3.86001,0.420740008354187,17.4505649644846,5067.65342293276,Upper middle income
Argentina,ARG,2006,58.0003526705021,7.64032793,4.12821,0.452160000801086,19.433826752701,5869.38028970204,Upper middle income
Argentina,ARG,2007,57.5050434620378,7.83455086,4.4626,0.460070013999939,26.4020495129493,7185.25155147027,Upper middle income
Argentina,ARG,2008,57.0741876732807,8.1826973,4.84441,0.470550000667572,24.02195439319,8944.1102657357,Upper middle income
Argentina,ARG,2009,56.735685768345,9.45599556,5.53105,0.583980023860931,28.9770737481959,8150.23527028221,Upper middle income
Argentina,ARG,2010,56.452142111234,9.44546413,5.01971,0.561039984226227,28.306984863164,10260.1313108254,Upper middle income
Argentina,ARG,2011,56.2739537637124,9.41819859,5.29063,0.565970003604889,30.3497828604286,12704.2831819684,Upper middle income
Argentina,ARG,2012,56.1467747951315,9.82726669,5.34583,0.634909987449646,31.2223396268536,12949.717486654,Upper middle income
Argentina,ARG,2013,56.0487044709811,9.78097916,5.43661,0.618489980697632,31.7523181946791,12963.675773326,Upper middle income
Argentina,ARG,2014,56.0256427923844,9.67129993,5.36144,0.593959987163544,29.2376840944513,12233.1444119186,Upper middle income
Argentina,ARG,2015,56.0522891497333,10.22933674,5.77611,0.622619986534119,31.1406982010086,13679.6264980954,Upper middle income
Argentina,ARG,2016,56.0461721346243,9.85558891,5.54549,0.558149993419647,32.3220780680517,12699.9623137756,Upper middle income
Argentina,ARG,2017,55.9728015245357,10.23174763,5.46223,0.556309998035431,35.0715804198445,14532.5009308511,Upper middle income
Argentina,ARG,2018,55.8529254060554,10.29146862,,0.488299995660782,34.3623413293522,11752.7998922979,Upper middle income
Argentina,ARG,2019,55.5931801951266,10.1555109,,0.478130012750626,29.992522998056,9955.97478680428,Upper middle income
Argentina,ARG,2020,55.0207968902513,10.45030594,,0.541260004043579,31.9295446732101,8535.59938004389,Upper middle income
Argentina,ARG,2021,,10.03832245,,,,10738.0179223384,Upper middle income
Argentina,ARG,2022,,9.86305332,,,,13935.6811110049,Upper middle income
Argentina,ARG,2023,,,,,,14187.4827252965,Upper middle income
Armenia,ARM,2000,54.813388611356,4.19581175,2.77273,0.1910600066185,,593.450581742282,Upper middle income
Armenia,ARM,2001,52.4889483731996,4.64563894,2.46944,0.279870003461838,,659.588988535629,Upper middle income
Armenia,ARM,2002,51.0703531395798,7.61358786,2.13504,0.252550005912781,,742.651118319819,Upper middle income
Armenia,ARM,2003,50.0136226039065,7.17936182,2.14504,0.321090012788773,,882.030167695474,Upper middle income
Armenia,ARM,2004,48.9919306433595,6.05510139,2.48673,0.256590008735657,14.082448556199,1130.08791444158,Upper middle income
Armenia,ARM,2005,47.8193074702708,5.8618803,2.71203,0.257609993219376,14.2543232675329,1557.48458908655,Upper middle income
Armenia,ARM,2006,46.4862231466127,5.85007095,2.71577,0.240569993853569,14.8262017223638,2041.65267068997,Upper middle income
Armenia,ARM,2007,45.1305540220802,5.49814034,3.01894,0.211070001125336,12.666552810745,2962.70234594569,Upper middle income
Armenia,ARM,2008,44.0261431322025,6.63976622,3.17273,0.224380001425743,12.6315310828822,3777.66859313767,Upper middle income
Armenia,ARM,2009,43.2941291937252,8.44377708,3.84079,0.29093000292778,14.2432790431012,2820.5926553347,Upper middle income
Armenia,ARM,2010,42.9172236658305,9.23538303,3.249,0.241390004754066,12.9238503075137,3041.34450723339,Upper middle income
Armenia,ARM,2011,42.8588952887091,9.37588882,3.14385,0.270139992237091,13.3840445298085,3349.55309771906,Upper middle income
Armenia,ARM,2012,43.1066653605776,9.13455009,2.77248,0.238529995083809,13.0790933541963,3511.56399687426,Upper middle income
Armenia,ARM,2013,43.5955735295585,10.32345009,2.65018,0.222159996628761,1.61983528844496,3680.16692158886,Upper middle income
Armenia,ARM,2014,44.220347328995,10.17827892,2.24724,0.241510003805161,1.40949242625845,3852.11800610384,Upper middle income
Armenia,ARM,2015,45.0074829961521,10.11762714,2.80591,0.250019997358322,0.726236230955159,3512.39350276709,Upper middle income
Armenia,ARM,2016,45.9130890185114,9.95194912,2.75812,0.233050003647804,,3524.42476874707,Upper middle income
Armenia,ARM,2017,46.8188831337656,10.36270332,2.70759,0.227880001068115,,3869.05373867752,Upper middle income
Armenia,ARM,2018,47.4127303230816,10.00543404,,0.188759997487068,,4196.00562301769,Upper middle income
Armenia,ARM,2019,47.8107543362811,11.3798008,,0.178540006279945,,4597.22887399548,Upper middle income
Armenia,ARM,2020,48.1754870679756,12.24056244,,0.209199994802475,,4268.68093304583,Upper middle income
Armenia,ARM,2021,,12.32268524,,,,4685.17997128509,Upper middle income
Armenia,ARM,2022,,9.96212864,,,,6571.97445545099,Upper middle income
Armenia,ARM,2023,,,,,,8053.01066312345,Upper middle income
Australia,AUS,2000,49.4598371499961,7.58869076,4.89147,1.57197999954224,,21870.4159669594,High income
Australia,AUS,2001,49.286835461901,7.67391729,,,,19695.7297379144,High income
Australia,AUS,2002,49.0739278664306,7.87221003,,1.74653995037079,,20301.8431713256,High income
Australia,AUS,2003,48.8445617344122,7.87659502,,,,23718.1338501868,High income
Australia,AUS,2004,48.6497650677502,8.08257675,,1.84801995754242,,30836.7306824685,High income
Australia,AUS,2005,48.4752997933678,7.9648633,4.9103,,,34479.7679298388,High income
Australia,AUS,2006,48.3296763998251,7.97161102,4.7502,2.17862010002136,,36595.7071548423,High income
Australia,AUS,2007,48.2183232721235,8.0517149,4.66089,,,41051.6120652288,High income
Australia,AUS,2008,48.1253903251165,8.24737453,4.63776,2.39897990226746,,49701.2817843335,High income
Australia,AUS,2009,48.1482571709664,8.54235363,5.08582,,,42816.5674002829,High income
Australia,AUS,2010,48.3638611109409,8.41878414,5.55006,2.37009000778198,,52144.6654705468,High income
Australia,AUS,2011,48.7682383229883,8.53360462,5.07451,2.23445010185242,,62605.600458306,High income
Australia,AUS,2012,49.3289726898378,8.66922569,4.869,,,68072.8732340801,High income
Australia,AUS,2013,49.9243673123919,8.74458122,5.22974,2.17708992958069,,68190.7010035651,High income
Australia,AUS,2014,50.4910608998852,9.82490253,5.16477,,,62544.0873773726,High income
Australia,AUS,2015,51.0633010294012,10.17367649,5.31127,1.91902005672455,,56739.0265346593,High income
Australia,AUS,2016,51.6034455745862,10.08972931,5.27678,,,49888.0410842736,High income
Australia,AUS,2017,52.0424214921712,10.11242294,5.12425,1.87918996810913,,53901.7145392154,High income
Australia,AUS,2018,52.4455151692804,10.05163097,,,,57196.4220783778,High income
Australia,AUS,2019,52.9197584315896,10.21285057,,1.82570004463196,,54972.7017885437,High income
Australia,AUS,2020,53.6061246381616,10.66040134,,,,51791.540179984,High income
Australia,AUS,2021,,10.42525291,,,,60607.7788605166,High income
Australia,AUS,2022,,9.92687893,,,,64997.0136536475,High income
Australia,AUS,2023,,,,,,64820.9117890026,High income
Bangladesh,BGD,2000,68.8735107703625,1.80504513,2.12508,,,396.670730249751,Lower middle income
Bangladesh,BGD,2001,67.829792240324,1.77201855,2.17193,,,394.65641001891,Lower middle income
Bangladesh,BGD,2002,67.1451832030454,1.93417108,2.01715,,,393.886422327628,Lower middle income
Bangladesh,BGD,2003,66.5127410987043,1.96152198,2.06939,,,426.74880754362,Lower middle income
Bangladesh,BGD,2004,65.873127608104,1.99854314,1.94014,,,455.614016909798,Lower middle income
Bangladesh,BGD,2005,65.1910648619481,2.05873919,,,,480.08585075452,Lower middle income
Bangladesh,BGD,2006,64.524039740509,2.10646582,2.13129,,,490.388026533289,Lower middle income
Bangladesh,BGD,2007,63.9122837398699,2.17268491,2.20222,,,537.955492792911,Lower middle income
Bangladesh,BGD,2008,63.3356883947747,2.11878848,2.05457,,,613.06204104124,Lower middle income
Bangladesh,BGD,2009,62.7031938906288,2.18321705,1.93942,,,679.211477428056,Lower middle income
Bangladesh,BGD,2010,61.9686828582303,2.28807664,,,,757.385280361508,Lower middle income
Bangladesh,BGD,2011,61.0979549461299,2.36418128,2.1327,,,837.336944695647,Lower middle income
Bangladesh,BGD,2012,60.0398362395264,2.3537879,2.1755,,,859.680536375497,Lower middle income
Bangladesh,BGD,2013,58.8576060722821,2.29574466,1.96616,,,958.262989798283,Lower middle income
Bangladesh,BGD,2014,57.6363999788042,2.27915168,,,,1094.46199702838,Lower middle income
Bangladesh,BGD,2015,56.4576539922494,2.27217698,,,,1224.38647668165,Lower middle income
Bangladesh,BGD,2016,55.3718768318608,2.38938212,1.53554,,,1649.28380858601,Lower middle income
Bangladesh,BGD,2017,54.6436395397794,2.36720181,,,,1811.08221668646,Lower middle income
Bangladesh,BGD,2018,54.3273751721014,2.31622243,,,,1965.24372731467,Lower middle income
Bangladesh,BGD,2019,54.1751879343991,2.25762248,1.32632,,,2129.79896954606,Lower middle income
Bangladesh,BGD,2020,54.0679893713504,2.27063942,,,,2248.85078828233,Lower middle income
Bangladesh,BGD,2021,,2.36551309,,,,2482.84917843357,Lower middle income
Bangladesh,BGD,2022,,2.39038587,,,,2716.48592677835,Lower middle income
Bangladesh,BGD,2023,,,,,,2551.01772674142,Lower middle income
Bolivia,BOL,2000,76.3336649111143,4.39554119,,0.287440001964569,8.55440460207172,975.777060358751,Lower middle income
Bolivia,BOL,2001,75.682735506341,4.82522202,,0.293579995632172,9.22209486517414,930.168227214313,Lower middle income
Bolivia,BOL,2002,74.8379179638206,4.89645052,,0.276630014181137,8.66585016840027,888.221328974352,Lower middle income
Bolivia,BOL,2003,73.8265836537673,5.19709635,,,10.1316198892256,893.013760211149,Lower middle income
Bolivia,BOL,2004,72.7282553866109,4.86315727,,,7.8710944390221,953.191893246277,Lower middle income
Bolivia,BOL,2005,71.5807768757071,5.07408142,,,7.58439139817322,1020.12326200737,Lower middle income
Bolivia,BOL,2006,70.4318320212529,4.66087532,,,4.71519332789464,1202.71150446327,Lower middle income
Bolivia,BOL,2007,69.3299621042665,4.6968894,,,7.01556118385957,1354.54905949929,Lower middle income
Bolivia,BOL,2008,68.2874899484743,4.60677242,,,,1692.67248455876,Lower middle income
Bolivia,BOL,2009,67.2985565884859,5.17444515,,0.157000005245209,,1731.18172112209,Lower middle income
Bolivia,BOL,2010,66.3579351859945,5.20230532,,,,1929.78373077158,Lower middle income
Bolivia,BOL,2011,65.4432668246454,5.17306805,,,,2315.52121930607,Lower middle income
Bolivia,BOL,2012,64.5576422442095,5.2539444,,,,2575.59857098084,Lower middle income
Bolivia,BOL,2013,63.667311881399,5.57465124,,,,2870.02377000756,Lower middle income
Bolivia,BOL,2014,62.727121369388,5.89613628,,,,3041.43503118107,Lower middle income
Bolivia,BOL,2015,61.8121001966183,6.55064964,,,,2996.01289804214,Lower middle income
Bolivia,BOL,2016,60.9743711428497,6.83333063,,,,3035.8734778704,Lower middle income
Bolivia,BOL,2017,60.1913809522196,6.4901948,,,,3306.30301176558,Lower middle income
Bolivia,BOL,2018,59.4399552784395,6.60399437,,,,3500.72642189371,Lower middle income
Bolivia,BOL,2019,58.713758032825,6.88792992,,,,3503.8960106182,Lower middle income
Bolivia,BOL,2020,57.9125889872922,8.0225811,,,,3099.94219044572,Lower middle income
Bolivia,BOL,2021,,8.159729,,,,3384.84486479247,Lower middle income
Bolivia,BOL,2022,,8.43142891,,,,3643.92826968677,Lower middle income
Bolivia,BOL,2023,,,,,,3686.27996490544,Lower middle income
Brazil,BRA,2000,53.9320341342569,8.33457184,3.94893,1.04751002788544,,3766.54811466032,Upper middle income
Brazil,BRA,2001,52.8183017276819,8.54963303,3.84468,1.06198000907898,,3176.28935747524,Upper middle income
Brazil,BRA,2002,51.7532497132855,8.69686985,3.75037,1.0096800327301,,2855.94018885769,Upper middle income
Brazil,BRA,2003,50.7500013938033,8.18899441,,0.999390006065369,,3090.6070097455,Upper middle income
Brazil,BRA,2004,49.832060271032,8.12491989,3.97448,0.963429987430573,,3663.823188064,Upper middle income
Brazil,BRA,2005,49.0129699418087,8.03539562,4.47908,1.00246000289917,,4827.78173052472,Upper middle income
Brazil,BRA,2006,48.2684711339596,8.24952507,4.8706,0.988070011138916,,5934.1447107274,Upper middle income
Brazil,BRA,2007,47.5826124507755,8.20182991,4.97426,1.08138000965118,,7409.69130727951,Upper middle income
Brazil,BRA,2008,46.9295922668047,8.01128483,5.26884,1.12904000282288,,8908.33176567294,Upper middle income
Brazil,BRA,2009,46.3061674570182,8.39480495,5.46355,1.11865997314453,,8678.65922498836,Upper middle income
Brazil,BRA,2010,45.7187256688073,7.94516611,5.6488,1.15991997718811,31.5529577946931,11403.2821284616,Upper middle income
Brazil,BRA,2011,45.1609994407706,7.78819132,5.73741,1.13966000080109,31.8870126994403,13396.6243566047,Upper middle income
Brazil,BRA,2012,44.6429009356262,7.73637724,5.8551,1.12683999538422,31.4412568226523,12521.7213530369,Upper middle income
Brazil,BRA,2013,44.1751173479507,7.9766016,5.83885,1.19567000865936,32.2561576862547,12458.891214816,Upper middle income
Brazil,BRA,2014,43.8183703322034,8.39644146,5.94848,1.26970994472504,33.7823427905954,12274.9939689363,Upper middle income
Brazil,BRA,2015,43.5935934449924,8.90929985,6.24106,1.37092995643616,31.6180564110507,8936.19661756825,Upper middle income
Brazil,BRA,2016,43.4398109123601,9.16901684,6.31404,1.28637003898621,31.2806879470141,8836.28652636996,Upper middle income
Brazil,BRA,2017,43.3713300884192,9.47125053,6.32255,1.11749994754791,33.8720942275792,10080.5092817775,Upper middle income
Brazil,BRA,2018,43.4316522323209,9.46475029,,1.16769003868103,32.294274771461,9300.66164936497,Upper middle income
Brazil,BRA,2019,43.5397483001089,9.61449146,,1.21096003055573,31.8404309758304,9029.83326742175,Upper middle income
Brazil,BRA,2020,43.586067027448,9.62326527,,1.14525997638702,34.5242938230532,7074.19378281866,Upper middle income
Brazil,BRA,2021,,9.63646507,,,,7972.53665048385,Upper middle income
Brazil,BRA,2022,,9.14277458,,,,9281.33334441234,Upper middle income
Brazil,BRA,2023,,,,,,10294.866680778,Upper middle income
Canada,CAN,2000,46.505468173978,8.24814415,5.442,1.85847997665405,18.8661802378576,24271.0020563821,High income
